Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
St. Lucia,,,,,,,,,,,,,0.5,,1.6,1.6,3.95185189,3.28518516,4.1518519,3.3777778,4.45925927,1.75925921,0.18518519,3.37407404,2.22962968,2.25925927,6.55185184,3.02222226,3.10740738,3.33333334,3.33333334,3.51851854,3.8888889,3.8888889,3.8888889,2.9925,3.118148148,3.242911111,3.343440741,3.235447778,3.33127037,3.359586296,3.289034815,3.32850333,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,3.15555559,5.13333332,3.85925926,3.04814819,3.28518523,1.04814815,0.61851852,3.62962967,3.366666673,3.07777774,3.3,4.8148148,5.1111111,4.9,5.725926,5.8122223,5.0685186,4.9198667,5.3056038,4.716666667,5.090422222,5.605837778,5.265628148,5.286984815,5.615745185,5.741076667,6.164354074,6.44499481,,,
Sudan,,,,,,,,3.44621384,2.8774642,12.21,53.2,61.254816,26.00177361,28.61538431,8,12.182717,24.04,4.1377778,1.0888889,4.3777778,2.1,0.2,,,0.2,0.9,,0.4,4.6,2.7,4.4,1.9,3.59,0.65,2.14,1.738017971,2.442585,2.041564,2.102552757,0.078778519,0.788632443,1.706234901,8.021746359,64.36767434,35.61155123,68.396816,103.550048
Suriname,,,,,,,,14.1,15.3,14.8,17.5,14.6,15.5,15.5,13.4,9.3,7.4,6.6,9.1,7.2,8.4,10.8,14.7,5.6,2.5,2.3,2.9,2.7,2.3,2.2,1.8,2,22.1,28.3,13.9,9.5,4.1,6.4,8.2,4.6,1.2,2.593598589,12.35268724,18.79526339,22.73221506,32.221025,40.34766225
Swaziland,,,,,,,1.035,1.265,8.05,9.5034667,8.7314937,9.8123856,9.7622448,13.1047482,13.1500684,10.43674252,12.60376402,5.45177713,4.5745101,4.384831946,4.135552019,5.39597981,7.71384666,6.649852683,5.924019895,3.541962747,3.661949594,2.195764799,1.6243738,6.7753674,20.743453,26.84355313,21.22268973,38.8561792,4.67514511,7.976785809,16.58630798,7.861622499,6.339630087,10.72515633,11.69203727,12.20815134,26.61701146,8.9816916,7.2200043,8.104372875,
Sweden,25.129465,27.312248,31.496614,45.79541,38.293248,52.878988,75.855486,102.375619,68.6329158,74.751639,82.7673425,80.93906,137.1678531,238.071671,235.163686,289.749632,338.096749,367.560319,484.669752,554.3268884,653.852402,461.229632,350.36274,259.90362,230.5798,335.773965,428.820962,410.914913,503,484,539,578,508,496,545,536.7579024,584.6584408,885.2259445,914.6977436,822.2298134,819.6250503,1069.71032,1044.514576,1623.38955,1583.645232,1241.876352,1168.37776
Switzerland,,,,,,,,1306,1867,2125,2343,2330,2759,2688,2475,2509,3780,5040,5760,6110,8170,8670,8860,8230,8720,10120,9610,7850,7770,7580,7590,8380,9230,11450,12920,9985.981178,10705.10441,12247.74638,14458.72197,14906.36733,16878.32706,21587.97712,21966.49128,23190.69008,24511.35905,24381.73491,24957.98272
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,12,11,15,20,25,29,28,29,30,35,40,42,40,235,249.57816,209.97428,211.257375,530.1850855,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3709,64.4406,119.0628,145.467,394.979,183.9976,198.8003,123.6277,231.2929605,200.98238,263.452938,240.3932371,303.612594,165.13827,87.127366
Tanzania,,,,,,,6.804528,5.3081064,6.0943588,,,,,,,,,,,,,,,,,0.50977645,0.81037743,0.64529567,4.0170237,15.400019,20.300038,29.6749,26.991638,27.1015,33.886401,33.22389538,29.65490031,39.3716841,47.74783343,46.61192776,123.0236717,133.4,162.4026711,129.7039113,98.28310493,103.818118,108.374756
Thailand,,,,,,13.49410514,12.69601397,10.83327897,15.87990872,19.54020663,35.39700487,35.70427113,47.39106566,41.08674958,54.39462777,68.96984157,59.37429738,58.76256154,91.08934553,122.4273362,198.7089278,53.479265,,,,,,,,,,,,,,,,,,2558.11642,2397.365129,2631.371671,2683.183471,3288.97,3620.44,3992.36992,4132.039936
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.524060412,3.323008371,15.58403286,85.57067806,103.374566,104.7523106,107.0233504,7.77079338,27.6157799,158.8131,237.380392
Togo,,,,,4.8815007,6.0658971,5.8129196,8.1569625,10.937008,10.069497,9.1916134,8.317035,7.7813492,8.2872775,8.1243754,7.3898814,11.071137,12.34126,13.644534,12.824118,13.428104,12.654777,16.245309,6.0495282,4.0759742,4.900346,6.8008669,10.3911569,6.05303715,6.0549054,6.7277523,5.2957654,17.03041695,28.32586265,34.2921083,35.40119011,38.63335647,47.15536486,57.6277292,72.00124329,62.78910316,92.23590909,153.2602177,177.9335628,153.7897682,89.395658,
Tonga,,0.042016432,0.048828092,0.214453942,0.142273019,0.103416423,0.354385941,0.494532884,,,,,0.85082305,1.50117696,1.7017482,0.979246474,2.905547007,3.99213926,0.982477361,1.81282028,1.21667767,1.13179738,1.21437371,2.45406433,,,,,,,,10.80051168,15.9629763,9.80499509,10.82190601,11.70023968,11.96828836,11.24168886,11.65448605,8.952076526,5.955540331,5.355861717,7.084416895,5.3829395,,,
Trinidad and Tobago,,,,,,11.7522483,8.0466825,11.375,14.7083333,17.4583333,31.4166663,51.5000003,59.958333,73.875,80.125,53.673469,28.6944447,21.0000002,24.5073168,19.4823532,21.6,19.2235292,20.6823533,14.2774476,8.8271097,14.3414472,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,,,20.9900301,23.31274,28.834312,22.1422637,22.2247378,22.276037,16.9294256,16.2058636,15.4473286,16.7765967,8.815797,9.6541113,5.8288362,9.4804619,12.5237191,10.815244,12.4373422,13.947812,18.7829785,35.950304,20.5463619,37.977832,29.8579554,21.0752595,26.9938349,20.9214832,12.9419488,17.1522813,12.9268815,15.64627598,16.4534851,15.21822545,15.74494275,12.88626391,13.34357971,19.03702037,18.43917899,19.57334619,28.45067519,26.457656,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,124,124,126,157,190,268,404,689,815,850,1128.999936
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25,4.4,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.704863533,1.223669052,1.358076602,1.368083914,1.383529525,1.911742939,2.390233423,2.662843811,2.37807326,,,
Uganda,,,,,,,,,,,4.1,0.5,,,,,,,,,,,,,,,,,,229.1,353.4,354.500503,357.397448,182.352851,194.353741,197.0114808,206.068762,235.7138175,381.0438921,482.6156264,331.7297702,401.507898,328.7313855,370.955591,303.6065012,280.161624,270.644856
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,3,10,5,15,29,20,186,255,353,714,613,703,849,1003,1716,1702,627,559
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,3185.84082,3430.905273,3635.125977,3675.969971,3910.143066,4138.870117,4389.380371,4648.060059,5372.362305,6072.157715,8682.610352,9994.553711,9531.59082,10566.44922,11220.04395,14398.14844,17933.00586,19280,,
United Kingdom,,,,,,,,,,,,,,,,,,1581,1624,1735,2033,2007,1981,1579,2076,2585,2007,2480,2289,2038,2048,3340,2438,2626,3552,9643.117679,10645.65138,11596.56848,11211.83719,9274.761989,9565.109385,9931.10101,10077.4352,10528.12566,11569.36523,10705.71238,10060.35891
United States,650,700,670,710,680,590,650,1060,1170,1220,1360,4720,5140,5450,5990,6330,8660,8810,9010,10220,11850,13920,16150,18030,20350,22160,23700,25570,27390,33300,34400,38200,40200,40000,43400,47254,50756,52650,55527,50723,50776,50556,52652,55669,58754,62500.99917,66648.99994
Uruguay,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,1.421609,1.77,2.176,2.843,3.536,4.678,5.629,6.651,7.211,10.014,10.789,10.073,9.365614,9.137851
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,,17.0880648,12.02604523,14.64795622,15.12290065,13.90514663,17.75385925,16.21709615,15.61181983,12.43582527,13.18979575,22.1515262,14.9702875,14.9037876,18.1644222,72.111373,59.535082,60.4038837,88.2649552,72.6507849,78.2122964,2.14816394,2.71977187,2.9798217,3.001021456,3.138417383,2.625059278,2.549130441,2.694966433,3.076580168,3.53476946,2.382241232,2.44415098,3.71494769,3.331006875,
"Venezuela, RB",87,80,90,106,136,144,170,232,372,389,418,383,615,187,208,217,185,215,211,368,701,677,858,729,609,203,290,211,261,195,331,406,383,209,214,211,257,662,841,582,805,782,899,1117,193,105,54
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,19,17.9,21.945,5.44489496,5.68722831,6.02105489,5.44047177,5.64842384,21.97235524,12.66251142,6.4756434,6.788488227,7.929238586,8.299895332,7.912044442,18.12745145,47.91510824,48.10983051,54.3147109,36.12891412,32.08448094,23.41934694
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,106,125,93.8,94.3,68.4,61.2,59.6,41.4,42.7,27,60.504,63.604,64.304,59.994067,108.315471,109.49591,120.44,318.72,336.84,336.84,338.32,333.42,337.707048,333.295533,335.395533,333.38952,
Zambia,,,,,,,,,70.3,113.9,82.4,69.4,36.8,39,25.8,23.7,41.9,19.1,23.6,25.7,17.5,20.1,,,,,,59,39.2,21.8,24.1,28.4,37.5,71.5,76.1,93.662,115.457,123.93,138.885,65.617,68.063986,70.41382516,96.922,77.32447074,81.19988114,72.1047,63.405836
Zimbabwe,,,,,,,,40.21849879,42.23323256,94.78364857,134.9779657,122.065969,110.7257788,83.2721972,62.7169395,15.2546072,20.0791936,16.7802817,15.4890004,15.8532009,16.4769566,10.0943808,10.7614365,7.7113116,7.23185955,,,,,,,,,,,,,,,,,,,,,,
